75,97,86,94,67,100,80,68
70,100,87,96,84,89,69,52
73,89,86,92,72,76,76,87
74,89,87,96,74,89,57,66
75,91,66,75,85,81,75,60
77,84,70,94,83,67,74,58
62,68,74,83,84,74,94,77
78,80,61,85,69,80,74,77
61,82,71,86,69,83,83,48
51,90,86,81,81,79,71,79
91,89,100,95,69,79,83,54
85,57,85,82,81,76,100,65
72,91,73,86,77,86,82,73
73,82,86,76,73,48,95,65
74,77,85,85,64,87,100,87
71,82,81,84,82,79,98,42
75,86,96,100,78,57,100,77
74,93,77,73,75,79,81,81
81,65,71,96,76,66,75,88
50,100,100,88,80,81,88,45
76,79,92,87,78,84,93,62
62,82,79,100,71,77,65,46
74,78,83,93,66,78,90,69
59,75,80,91,72,86,83,73
68,100,68,70,67,83,87,57
66,84,67,87,74,84,76,69
81,84,90,86,80,70,100,68
100,95,85,82,85,70,100,90
71,73,93,94,79,85,100,80
69,91,87,100,84,89,99,42
94,93,89,83,66,83,81,72
70,84,88,80,71,71,84,68
63,64,81,85,79,68,59,80
75,93,83,87,79,71,100,72
79,93,79,84,74,89,100,60
62,100,65,75,90,72,81,54
56,98,80,86,64,69,91,73
83,91,84,75,83,79,100,59
63,89,65,96,73,74,78,79
71,78,78,83,78,87,97,56
68,76,70,74,86,75,94,83
70,100,69,90,56,68,81,65
53,85,76,83,77,86,95,68
81,88,79,100,83,70,84,45
88,85,79,89,78,87,63,31
82,77,93,75,76,74,79,87
59,87,75,86,82,93,88,61
90,62,80,78,90,79,75,73
68,94,85,72,75,90,55,82
70,70,76,78,68,73,82,71
76,75,81,90,80,75,84,73
55,86,83,79,84,74,87,82
60,82,83,88,70,90,72,67
79,87,85,89,63,64,98,72
82,77,96,91,54,74,94,87
77,63,77,95,77,89,81,77
66,100,83,81,65,88,68,39
66,97,81,91,83,86,84,80
83,77,91,88,77,90,62,84
55,76,82,91,73,88,76,81
65,58,100,90,67,78,63,68
87,67,96,93,71,86,100,76
86,83,81,83,73,81,95,50
83,74,82,89,70,79,91,89
75,83,79,78,72,90,87,79
71,88,71,79,75,81,83,93
68,64,92,85,79,99,77,68
89,72,94,88,76,79,66,59
72,82,84,87,84,87,73,85
80,74,66,85,72,85,83,76
60,72,68,84,84,68,81,52
79,99,67,90,77,81,81,61
82,70,78,89,76,80,100,61
69,61,82,92,83,86,96,48
77,79,96,94,75,84,78,60
86,77,73,89,78,71,64,68
80,65,100,100,66,63,86,71
72,81,89,100,69,90,90,60
85,93,86,86,70,67,75,61
76,97,68,77,68,70,94,57
65,84,72,88,82,78,98,27
82,75,89,100,80,76,71,59
68,81,86,90,81,100,79,61
70,90,74,94,78,74,51,57
60,72,68,91,71,77,88,67
79,72,82,77,72,82,97,100
73,94,83,93,86,80,82,72
75,90,87,94,76,84,100,62
78,88,78,71,82,87,91,55
84,87,94,86,73,81,90,49
84,82,89,85,71,76,67,51
84,75,96,83,79,93,80,99
84,87,82,86,72,77,79,74
62,94,88,83,74,89,71,61
82,87,89,79,72,82,89,68
79,83,83,85,69,73,94,100
65,82,87,84,69,76,76,50
83,84,92,84,85,70,77,54
79,74,76,87,75,77,78,79
72,85,86,91,71,77,77,58
70,60,77,95,73,82,78,69
84,80,72,79,82,79,72,59
63,100,84,83,84,87,86,65
76,71,83,85,81,66,97,65
87,76,80,81,66,71,82,48
78,69,77,87,81,74,86,53
78,68,70,87,90,91,86,80
67,89,100,77,86,86,90,63
57,80,66,93,75,76,89,77
75,95,79,85,74,69,94,47
67,91,90,97,82,88,80,29
68,72,79,100,84,94,69,38
83,100,87,97,78,91,71,99
52,100,86,81,84,75,79,82
75,81,100,100,78,64,100,64
82,81,91,86,71,95,81,85
75,78,81,80,84,76,88,55
62,80,85,86,80,69,93,72
77,72,100,91,88,86,94,60
83,79,90,86,75,72,74,39
82,78,72,87,75,98,77,89
87,87,82,92,70,86,63,71
74,83,82,92,76,82,98,76
72,84,81,85,81,85,84,67
79,82,92,96,80,81,81,77
74,92,81,86,86,70,73,70
48,93,78,97,93,73,82,58
82,78,94,60,78,72,80,55
87,86,99,75,73,80,69,48
86,97,81,78,73,69,75,69
59,97,86,83,78,77,84,65
94,83,81,82,73,67,82,70
76,100,87,84,80,62,67,65
81,98,93,79,77,74,61,69
88,59,78,84,78,74,81,99
69,85,58,79,81,73,80,64
65,80,89,85,76,78,73,67
75,75,76,96,69,76,90,66
72,99,78,79,81,79,100,60
65,73,87,96,76,75,100,77
91,86,71,89,67,80,78,68
74,83,92,88,84,83,94,86
85,83,86,86,73,95,77,59
71,82,78,86,68,87,73,80
80,78,71,79,83,72,92,72
86,77,70,71,66,84,94,71
70,88,86,90,84,83,85,46
80,75,73,94,75,78,95,78
79,58,75,87,67,61,66,36
75,90,68,82,81,70,78,82
75,90,85,88,76,90,96,72
67,68,88,93,68,86,88,42
71,93,100,94,75,78,71,61
65,85,100,91,80,77,89,47
79,96,100,87,90,81,88,82
79,86,100,88,81,72,80,61
61,93,100,87,83,85,84,100
68,89,100,75,71,71,79,50
67,64,100,90,76,79,100,52
88,73,100,95,89,80,77,68
69,94,100,79,80,91,100,77
74,91,100,86,80,88,79,73
89,72,72,92,77,66,93,77
70,68,87,87,74,83,76,86
71,71,89,83,80,78,79,86
75,69,75,81,73,88,88,74
72,78,91,95,79,89,75,80
66,85,82,99,83,77,80,74
74,100,95,85,78,100,58,74
94,88,89,85,87,80,97,77
57,88,72,100,67,77,83,77
73,86,70,83,90,62,100,95
66,67,63,88,83,95,90,73
72,100,79,87,78,81,98,100
85,77,76,90,69,92,69,53
68,86,92,98,81,81,79,50
80,79,88,91,72,69,76,79
87,98,72,86,71,88,80,60
81,90,68,90,81,67,72,36
84,60,75,79,74,95,83,64
54,86,80,63,72,98,72,67
73,86,89,77,59,84,81,94
89,99,79,77,77,70,78,61
82,99,87,85,73,66,83,84
80,88,78,95,76,86,100,65
47,84,89,75,74,68,76,100
76,89,92,92,71,84,81,70
80,85,90,85,71,83,100,43
80,99,81,99,74,82,89,75
72,85,92,87,66,92,82,63
59,84,90,75,69,83,91,100
70,100,93,72,76,83,76,58
79,69,83,86,83,92,90,64
71,83,81,80,79,90,78,79
71,85,62,82,81,85,95,69
62,91,82,91,83,84,79,59
75,99,95,89,70,81,96,62
79,93,75,86,65,72,99,56
84,83,84,89,73,86,100,78
60,80,92,74,65,67,84,48
91,78,93,89,77,87,78,71
74,71,83,85,75,72,83,89
91,79,76,92,89,67,96,98
68,88,100,81,73,81,84,51
68,100,85,83,84,90,92,59
83,74,93,88,70,76,79,86
61,66,95,84,73,82,62,64
64,81,82,95,74,73,100,43
58,79,76,82,72,85,66,39
75,89,70,89,61,85,62,77
79,79,99,65,96,84,91,84
94,86,82,100,69,74,76,65
69,79,93,79,69,86,69,59
76,74,87,81,76,72,100,61
76,86,91,81,76,76,82,58
83,87,92,72,80,80,80,67
92,78,79,71,70,74,80,65
83,95,89,88,74,87,90,100
86,80,74,68,82,75,100,80
73,78,88,94,74,75,71,77
70,100,87,85,79,67,100,55
84,68,84,89,86,73,96,48
62,91,80,88,88,77,95,49
81,64,87,96,83,97,69,52
79,100,81,81,74,75,92,51
80,100,76,73,70,69,77,69
72,73,81,93,84,88,98,60
89,100,87,87,70,78,100,84
69,80,93,82,75,62,92,58
69,86,76,77,69,74,73,61
77,78,79,96,69,78,81,43
79,70,70,77,67,77,98,59
59,97,82,81,69,75,94,89
81,99,91,84,83,65,70,67
71,78,67,91,77,76,73,55
70,100,77,90,71,67,100,77
49,50,72,80,72,80,82,76
62,70,71,87,70,74,86,61
75,97,69,91,73,85,86,73
52,80,75,93,67,77,80,65
63,64,79,93,52,59,70,64
61,100,78,82,81,81,84,100
72,71,77,100,78,75,74,60
65,87,78,99,71,79,70,37
85,84,66,90,77,76,79,68
76,99,82,94,82,71,90,57
75,91,72,91,85,73,71,69
86,92,75,91,76,86,72,25
67,90,93,66,79,59,50,77
75,78,77,99,84,71,71,93
78,70,86,80,79,76,74,47
68,77,90,85,66,98,75,63
84,84,89,82,74,100,89,62
65,76,78,75,69,100,97,63
78,78,84,91,70,84,56,60
72,63,97,85,71,75,82,51
100,66,82,84,70,56,89,81
60,89,79,93,77,79,82,62
85,79,63,75,72,81,100,91
100,76,75,99,86,76,86,69
82,94,82,81,72,95,88,65
85,64,78,91,77,88,100,79
80,67,78,67,79,74,93,51
69,80,87,80,79,85,78,63
68,100,68,91,88,77,80,73
73,95,89,78,67,64,76,64
76,76,86,76,71,59,85,64
67,100,91,93,77,94,87,92
73,83,91,87,74,85,77,64
57,86,79,88,64,75,90,78
60,77,76,87,80,81,92,78
71,100,73,81,75,81,94,51
58,73,84,100,81,79,85,67
83,93,94,76,72,83,96,61
74,92,81,80,78,74,96,71
77,92,90,83,81,100,73,73
92,87,73,100,80,64,100,100
79,90,100,95,69,93,83,78
79,71,79,74,82,87,71,77
100,79,88,83,83,79,87,89
100,72,93,84,73,68,76,77
100,100,94,88,75,79,100,59
100,60,76,82,71,73,97,52
100,91,81,100,64,100,100,75
100,84,80,89,80,77,80,56
100,85,78,91,77,71,77,81
100,90,92,87,69,80,81,46
100,89,86,79,73,75,83,94
100,93,98,93,75,63,78,80
69,67,78,87,69,81,93,53
64,82,76,82,74,71,100,0
86,100,76,83,87,89,68,54
72,73,78,88,72,80,97,69
81,72,72,90,77,79,82,64
85,65,78,84,78,86,60,60
77,85,84,98,92,86,77,94
77,59,67,92,80,73,69,76
76,86,73,82,82,78,92,53
79,89,74,87,76,81,72,53
80,91,90,89,76,87,61,44
62,75,95,80,78,89,94,65
65,79,85,80,72,85,90,32
80,70,88,88,74,94,100,70
67,71,92,84,72,82,78,58
95,70,80,85,75,85,57,74
59,80,81,97,81,83,69,58
69,88,73,92,68,82,95,55
68,72,75,89,63,69,91,80
85,77,87,100,70,74,90,81
68,71,83,81,73,75,99,53
78,99,74,88,0,71,91,55
62,83,74,92,0,88,100,77
61,76,89,83,0,91,95,71
59,95,71,93,0,86,83,56
55,85,79,98,0,85,70,73
69,93,79,90,0,82,68,98
91,91,87,85,0,71,100,73
71,76,73,100,0,81,83,75
65,91,90,90,0,91,73,59
70,79,82,76,88,84,91,75
87,71,70,87,66,75,93,90
88,62,66,90,76,89,83,83
80,77,85,77,73,72,93,85
73,100,91,84,75,93,95,62
59,95,83,81,74,80,85,67
91,83,73,91,66,92,54,84
68,66,90,100,76,75,100,65
57,65,74,95,74,91,100,54
83,100,82,83,68,79,100,69
70,67,80,89,79,91,76,53
